# Searching for station nr  7150 in ghcnm.tavg.v3.qca v3.3.0.20161102
# PARIS/LE BOURGET    FRANCE    (FRANCE)
# coordinates:  48.80N,    2.50E,      53.0m (prob:   52m)
# WMO station code:  7150 PARIS/LE_BOURGET              
# tavg [Celsius] daily mean temperature (adjusted) from GHCN-M v3.3.0.20161102
 1947    0.6    0.2    7.6   12.5   16.3   18.8   21.4   21.9   18.5   11.7    8.1    2.7
 1948    6.8    4.3   10.1   11.2   15.0   16.5   18.0   17.7   15.3   10.5    6.1    4.5
 1949    4.6    5.1    6.0   13.2   13.1   17.1   21.6   19.8   19.1   13.0    6.0    4.8
 1950    2.5    7.3    8.1    9.5   15.1   19.7   20.3   18.6   14.7   10.8    7.5    0.8
 1951    5.4    4.8    5.9    9.1   12.3   16.2   18.3   17.0   16.3    9.9    9.1    4.3
 1952    3.3    2.6    8.0   11.8   15.2   17.5   20.3   18.9   12.4   10.2    4.5    3.2
 1953    0.5    3.3    7.3   10.4   15.0   15.8   18.0   18.6   15.8   11.8    5.9    6.4
 1954    1.0    1.3    8.0    8.7   13.2   16.0   16.5   17.0   15.1   12.7    7.7    6.6
 1955    3.5    3.2    3.8   10.3   12.4   16.6   19.0   18.6   15.0    9.6    6.3    6.5
 1956    4.0   -4.6    6.8    8.0   14.4   14.2   17.9   15.7   16.6   10.6    5.1    6.3
 1957    3.0    7.4   10.0    9.5   11.6   17.8   19.1   17.2   14.9   11.2    6.6    3.2
 1958    3.9    6.3    4.2    8.1   13.8   15.4   17.7   18.0   16.6   11.4    5.9    5.4
 1959    2.8    2.7    8.4   10.7   14.6   17.6   20.9   19.4   17.5   12.1    6.9    6.5
 1960    4.0    4.7    8.1   10.0   15.0   17.5   16.9   17.2   14.1   11.3    9.0    3.6
 1961    3.7    7.9    8.4   12.8   12.7   16.8   17.6   18.4   18.5   12.1    6.0    4.2
 1962    5.4    3.9    3.5    9.3   11.6   15.8   17.1   17.6   14.7   11.4    5.5    0.9
 1963   -2.7   -1.7    6.4    9.8   12.2   16.1   18.1   15.8   14.7   10.7    9.3    0.4
 1964    0.6    5.6    5.0    9.6   15.1   16.3   18.9   18.2   16.3    8.9    7.1    2.9
 1965    3.6    1.5    6.8    9.2   13.0   16.4   16.1   16.7   13.4   10.8    5.6    6.1
 1966    1.1    8.1    6.4   10.9   12.8   17.7   16.9   16.8   15.7   12.2    5.0    6.1
 1967    3.6    6.1    7.8    8.8   12.7   15.7   19.9   17.6   15.3   13.0    5.8    3.2
 1968    3.8    3.5    7.1   10.1   11.7   16.0   17.3   17.3   15.2   13.2    5.6    1.8
 1969    5.4    2.2    6.4    9.6   13.5   15.5   19.2   17.6   15.8   11.9    7.3    0.9
 1970    4.3    4.4    4.3    7.8   13.6   18.0   17.3   18.0   16.4   11.5    8.7    2.9
 1971    3.6    4.6    4.2   11.0   15.2   15.1   19.2   18.2   15.3   11.3    5.7    4.7
 1972    3.0    5.5    8.6    9.7   12.3   14.0   18.4   17.1   13.3   10.7    7.2    4.7
 1973    3.1    4.1    6.6    8.5   13.7   17.6   18.4   20.5   17.1   10.9    6.3    4.3
 1974    7.4    5.7    7.4   10.5   12.8   16.5   17.5   18.8   14.6    8.3    8.1    8.0
 1975    7.6    6.0    5.7    9.8   12.4   16.2   19.3   20.9   16.4   10.0    6.9    2.7
 1976    5.1    4.8    5.9    9.6   14.9   20.2   21.8   19.8   15.0   12.9    7.2    2.4
 1977    4.3    7.3    8.9    8.7   13.0   15.5   18.3   17.1   14.3   13.4    7.7    6.1
 1978    3.6    3.3    8.0    8.6   13.2   15.2   16.9   16.4   15.0   12.0    6.0    5.1
 1979   -1.0    2.9    6.4    9.0   12.8   16.2   17.7   17.0   15.2   12.5    7.0    6.4
 1980    1.2    6.3    6.2    8.9   12.5   15.6   16.7   18.6   16.5   10.6    5.8    3.8
 1981    3.9    2.6   10.0   10.1   13.3   15.7   17.9   18.4   16.1   10.7    7.4    3.9
 1982    3.3    4.9    6.6    9.3   13.7   18.0   20.1   17.6   17.3   11.0    8.4    5.0
 1983    6.5    2.2    7.1    9.2   11.6   17.5   21.9   19.2   15.4   11.4    6.6    4.8
 1984    4.8    4.0    5.3    9.7   11.0   16.2   18.7   18.4   14.5   11.7    9.7    4.6
 1985   -1.3    1.9    5.0    9.9   13.7   15.1   18.7   16.8   16.1   10.7    3.9    6.0
 1986    4.2   -2.1    5.4    6.9   13.8   17.8   18.3   17.1   12.4   13.0    8.3    5.7
 1987   -2.0    3.2    4.5   12.1   11.5   15.1   17.9   17.9   16.9   11.8    6.6    4.5
 1988    7.1    4.9    6.9   10.2   14.4   16.1   17.4   18.5   15.0   12.0    5.5    7.4
 1989    4.1    5.7    9.9    8.2   16.3   16.9   20.0   19.1   16.3   13.5    5.7    4.6
 1990    5.6    8.9    8.6    9.0   15.6   15.6   19.6   21.1   14.7   13.3    7.1    3.8
 1991    4.2    1.0    9.7    9.3   11.6   14.6   19.2   20.1   17.5   11.1    6.7    3.4
 1992    3.2    5.0    8.4    9.5   15.4   16.5   19.4   20.0   15.2    9.2    9.0    4.5
 1993    6.8    3.4    7.5   12.3   15.0   17.6   17.9   17.6   14.9   10.4    3.8    7.0
 1994    6.4    4.9    9.7    9.6   14.1   17.1   22.1   19.2   14.9   11.8   11.4    6.9
 1995    5.4    8.5    7.0   10.0   14.1   16.2   21.4   21.0   15.0   14.9    7.7    3.3
 1996    4.0    2.8    6.3   10.5   11.9   17.9   18.8   19.0   14.3   12.0    6.9    2.3
 1997    0.4    7.7    9.9    9.9   14.4   17.2   18.8   23.1   16.8   11.9    9.1    6.3
 1998    5.3    6.1    8.9   10.1   16.0   17.8   18.1   19.4   16.6   12.1    5.1    5.8
 1999    6.7    5.2    8.9   11.4   16.3   17.0   21.1   20.1   18.7   12.1    6.5    5.7
 2000    4.5    7.2    8.5   10.8   15.8   17.8   17.6   19.9   17.0   12.5    8.8    7.4
